Day,Mean,Median,Std,Variance,Minimum,Maximum
80,0.08756102,0.0,0.5702874,0.32522774,0.0,13.8244705
81,0.6867775,0.0,2.869558,8.234364,0.0,24.555588
82,0.58230114,0.0,2.5697393,6.6035604,0.0,40.607418
83,0.27530053,0.0,1.2844142,1.6497198,0.0,22.912907
84,0.08382319,0.0,0.53427845,0.28545347,0.0,10.864816
85,0.21226147,0.0,1.7092953,2.9216902,0.0,25.199986
86,0.4574016,0.0,2.1813197,4.7581553,0.0,34.177536
87,0.08289135,0.0,0.87500423,0.7656324,0.0,21.393362
88,0.11020716,0.0,0.88997203,0.7920502,0.0,13.629538
89,0.495061,0.0,2.1310492,4.541371,0.0,29.968035
90,0.83634436,0.0,3.4932919,12.203088,0.0,37.33674
91,0.4280056,0.0,2.2802446,5.1995153,0.0,43.462055
92,1.1307639,0.0,3.9055595,15.253396,0.0,40.982437
93,0.481777,0.0,2.3274016,5.4167986,0.0,47.2
94,0.40892008,0.0,1.7728349,3.1429436,0.0,24.040695
95,0.6036573,0.0,2.718886,7.392341,0.0,44.947582
96,1.0493944,0.0,3.6488664,13.314226,0.0,42.044308
97,1.026454,0.0,3.9665444,15.733475,0.0,86.78469
98,2.0940115,0.0,5.8068247,33.71921,0.0,81.94155
99,1.8523494,0.0,5.442678,29.622746,0.0,40.4
100,2.1477273,0.0,5.4225044,29.403553,0.0,51.844646
101,2.6888742,0.0,6.230689,38.821484,0.0,57.659046
102,2.5066636,0.0,5.1385026,26.404207,0.0,66.46842
103,2.7458498,0.0,7.6253076,58.145313,0.0,83.79389
104,1.9692658,0.0,7.268615,52.83276,0.0,79.14649
105,1.6406891,0.0,5.180179,26.834253,0.0,56.32299
106,0.76493204,0.0,3.3147938,10.987859,0.0,58.0
107,0.88709664,0.0,3.787319,14.343784,0.0,88.00798
108,1.0087272,0.0,3.016504,9.099297,0.0,37.984818
109,1.4641114,0.0,5.1032968,26.043638,0.0,113.369095
110,1.5920732,0.0,4.648135,21.60516,0.0,59.72063
111,3.2658951,0.0,8.324386,69.2954,0.0,66.50834
112,1.8099575,0.0,6.7239585,45.211617,0.0,79.627686
113,1.3875153,0.0,5.5264683,30.541851,0.0,47.70205
114,0.55967164,0.0,2.634227,6.939152,0.0,45.0
115,0.73991984,0.0,4.008323,16.066654,0.0,102.5
116,0.39345604,0.0,2.0521083,4.2111487,0.0,33.546757
117,0.52273446,0.0,2.6761498,7.1617775,0.0,38.627132
118,0.51235145,0.0,2.4803088,6.1519313,0.0,34.169754
119,1.0783943,0.0,3.89074,15.1378565,0.0,34.999832
120,1.8164334,0.0,5.4250093,29.430727,0.0,73.71762
121,2.371418,0.0,7.825093,61.23208,0.0,115.11192
122,1.5219318,0.0,5.2044225,27.086014,0.0,75.24894
123,3.1163795,0.0,6.4008317,40.970646,0.0,64.52555
124,2.793229,0.0,8.381765,70.25399,0.0,99.25601
125,1.7049114,0.0,6.5366526,42.72783,0.0,81.962906
126,1.7198068,0.0,8.179704,66.90755,0.0,125.996475
127,2.0461414,0.0,6.1334634,37.619373,0.0,91.002464
128,2.536016,0.0,7.403188,54.807198,0.0,83.97778
129,3.4013271,0.0,10.708173,114.66496,0.0,111.42282
130,2.806689,0.0,8.102508,65.650635,0.0,87.07564
131,1.91388,0.0,5.9826794,35.79245,0.0,62.0
132,1.2337315,0.0,4.476232,20.036654,0.0,72.0
133,1.6292464,0.0,5.0157356,25.157604,0.0,82.4
134,3.2679667,0.0,7.527483,56.663,0.0,87.5007
135,1.8675692,0.0,4.994915,24.949175,0.0,56.273384
136,1.5512094,0.0,6.3291025,40.05754,0.0,116.57822
137,1.3227125,0.0,4.636719,21.499166,0.0,47.960953
138,1.430511,0.0,6.3690524,40.56483,0.0,170.65079
139,1.3489566,0.0,4.3923235,19.292505,0.0,67.09738
140,1.6879832,0.0,5.5294075,30.574348,0.0,89.35687
141,1.4065335,0.0,5.418841,29.363838,0.0,70.3662
142,1.2701893,0.0,5.4253516,29.43444,0.0,65.28897
143,1.8923448,0.0,6.8537965,46.97453,0.0,109.92543
144,2.8728843,0.0,11.471824,131.60274,0.0,228.64372
145,3.5252364,0.0,12.71452,161.65903,0.0,230.13278
146,3.395481,0.0,11.326323,128.28558,0.0,150.0205
147,2.9388034,0.0,10.295027,105.98757,0.0,131.58139
148,2.318683,0.0,8.314845,69.13665,0.0,75.5137
149,2.6578698,0.0,7.848408,61.597515,0.0,158.00189
150,2.0172741,0.0,9.9924555,99.84917,0.0,277.67642
151,1.3712497,0.0,4.538301,20.596176,0.0,52.693874
152,2.3648782,0.0,6.7602005,45.70031,0.0,76.36248
153,3.772251,0.0,8.721985,76.07301,0.0,113.36082
154,2.8970857,0.0,7.4469886,55.457638,0.0,84.2
155,3.019472,0.0,8.617091,74.254265,0.0,125.0
156,2.0275307,0.0,6.323087,39.981434,0.0,113.96971
157,3.170835,0.0,7.4388304,55.336197,0.0,87.04988
158,4.15016,0.0,9.601223,92.18349,0.0,97.00172
159,5.7094383,0.0,15.788719,249.28365,0.0,170.3983
160,5.999476,0.17195055,15.044506,226.33716,0.0,240.10683
161,7.0009584,0.36482024,17.195766,295.6944,0.0,261.16696
162,6.34891,0.29851872,15.446458,238.59306,0.0,249.90532
163,7.0810633,0.0,18.710993,350.10126,0.0,245.33157
164,6.2673388,0.0,16.257973,264.32166,0.0,186.35046
165,6.1520767,0.0,18.648903,347.7816,0.0,229.52246
166,4.61501,0.0,15.84715,251.13217,0.0,199.71597
167,3.7653704,0.0,10.076319,101.5322,0.0,87.6184
168,3.6407666,0.0,10.887988,118.548294,0.0,133.53595
169,3.1585493,0.0,10.564588,111.61052,0.0,177.2317
170,2.3964458,0.0,7.3788314,54.44715,0.0,99.66738
171,3.0524597,0.0,11.017802,121.391975,0.0,241.99791
172,3.9988456,0.0,14.167336,200.71342,0.0,332.83047
173,5.345668,0.0,12.348532,152.48624,0.0,165.58105
174,6.0240993,0.11080548,14.811213,219.37201,0.0,213.12283
175,5.4794717,0.0,16.41896,269.58228,0.0,298.4368
176,5.719343,0.0,16.156097,261.01947,0.0,215.57208
177,9.411828,0.4398626,21.474411,461.15033,0.0,226.24965
178,8.663533,2.8151996,14.167551,200.71951,0.0,131.23102
179,12.401036,5.713641,18.1098,327.96484,0.0,244.38385
180,10.224943,3.9493203,16.087845,258.81876,0.0,138.36125
181,5.8523808,1.5586239,10.204197,104.125626,0.0,149.50806
182,6.0905247,0.4187705,17.060553,291.06244,0.0,218.14485
183,9.034873,0.385876,21.365726,456.49426,0.0,227.39278
184,10.303362,1.7430091,18.456257,340.6334,0.0,169.44083
185,8.923886,1.7870855,20.291512,411.74542,0.0,245.81044
186,7.4765544,0.78221345,16.556526,274.11856,0.0,174.42424
187,6.068495,0.19927995,14.591343,212.90729,0.0,173.73503
188,7.4221773,0.0,20.275137,411.0812,0.0,235.5426
189,7.8394628,0.31072372,17.80604,317.05508,0.0,253.53105
190,7.453931,0.26862633,17.04129,290.40555,0.0,290.29904
191,8.55134,1.0183934,17.834631,318.07404,0.0,236.21712
192,8.941707,1.5507722,17.927717,321.40305,0.0,158.7369
193,10.61062,2.816733,18.485792,341.7245,0.0,197.48154
194,11.850681,4.729411,19.42937,377.50046,0.0,169.99522
195,9.552438,3.002038,16.333557,266.78506,0.0,182.91298
196,10.665892,3.082522,19.487246,379.75272,0.0,246.61946
197,12.457077,2.1365073,24.309486,590.9512,0.0,232.45288
198,13.446801,4.472337,22.987545,528.42725,0.0,403.14285
199,9.380821,1.691138,20.357601,414.43195,0.0,319.0861
200,6.3863397,0.53709936,13.379684,179.01596,0.0,115.51142
201,7.7073607,1.1323156,14.764079,217.97804,0.0,114.394424
202,10.796554,2.1880054,20.361998,414.61096,0.0,256.86456
203,12.922211,4.0796013,25.49736,650.1154,0.0,534.24585
204,9.977496,3.4148102,14.322809,205.14285,0.0,97.44839
205,8.916611,2.1881921,14.768209,218.10002,0.0,134.05826
206,7.627874,2.4226975,13.172087,173.50388,0.0,158.1869
207,11.689148,3.6000001,18.287096,334.41788,0.0,205.31993
208,7.5716534,1.4917054,14.645643,214.49486,0.0,230.01363
209,5.9802413,0.42741358,14.260335,203.35715,0.0,199.0084
210,5.993871,0.0,13.599516,184.94684,0.0,153.44304
211,6.340429,0.0,14.491395,210.00053,0.0,204.1231
212,6.522159,0.0,14.336039,205.522,0.0,146.07101
213,6.331856,0.37154013,12.715204,161.67642,0.0,127.04268
214,6.5384936,0.12165138,13.4430485,180.71555,0.0,149.25455
215,4.8075275,0.0,11.251887,126.60496,0.0,120.74498
216,3.3765392,0.0,7.8706493,61.94712,0.0,90.01555
217,4.337074,0.0,11.471286,131.59041,0.0,141.69328
218,5.5586557,0.0,14.483807,209.78065,0.0,351.58575
219,6.5234065,0.5450449,13.545603,183.48337,0.0,364.50665
220,9.775517,2.894803,15.6740465,245.67572,0.0,124.16559
221,7.2830977,1.796162,15.761644,248.42944,0.0,301.1154
222,4.0260377,0.3369609,9.349057,87.40487,0.0,129.14153
223,5.842572,0.4778645,13.064343,170.67708,0.0,126.804756
224,10.750281,1.5066054,21.831472,476.61322,0.0,261.0731
225,11.269182,1.9776754,21.777643,474.26572,0.0,266.45538
226,7.9319434,1.442255,17.72166,314.05725,0.0,255.54034
227,8.1069,1.1839437,20.892414,436.49295,0.0,246.07944
228,13.95338,4.053096,28.120152,790.7429,0.0,348.82828
229,10.568759,1.1312256,23.89156,570.8066,0.0,212.90538
230,6.079472,0.66316867,12.753655,162.65573,0.0,131.58543
231,6.184,0.54004526,12.274241,150.65701,0.0,117.9732
232,9.988504,2.1285949,19.589283,383.74,0.0,283.4084
233,12.754446,3.662129,20.464828,418.80923,0.0,217.15726
234,8.218041,1.3163908,17.657639,311.7922,0.0,202.26042
235,6.2679653,0.96191883,11.935308,142.4516,0.0,126.665085
236,7.106479,0.9708924,17.520313,306.9614,0.0,292.08792
237,7.530463,1.2119765,13.786743,190.07428,0.0,130.02461
238,7.6726556,1.4782281,14.14248,200.00975,0.0,193.50197
239,7.654136,1.4364634,16.071213,258.28387,0.0,178.17548
240,6.5444026,1.0814197,12.803598,163.93214,0.0,156.10204
241,6.5882535,1.6754079,11.192737,125.27734,0.0,177.11108
242,4.995189,0.65996563,9.995095,99.90193,0.0,160.83252
243,6.10719,0.8302852,11.573348,133.94238,0.0,178.39272
244,7.552821,1.0800276,15.549511,241.7873,0.0,198.32768
245,7.118703,1.3180919,14.887903,221.64967,0.0,269.5481
246,5.9503655,1.26641,11.402468,130.01628,0.0,233.52357
247,4.5233183,0.39388454,8.802208,77.47886,0.0,105.18603
248,3.769127,0.1327022,8.015075,64.24142,0.0,83.36966
249,6.828927,0.0,18.359863,337.0846,0.0,371.05826
250,7.7426763,0.68717986,15.712901,246.89525,0.0,162.79756
251,5.639415,0.10775237,14.0859585,198.41423,0.0,152.17715
252,3.272534,0.0,9.779761,95.64372,0.0,121.87983
253,4.2795506,0.0,17.184813,295.31778,0.0,301.17087
254,3.8420534,0.0,10.926389,119.38598,0.0,129.51828
255,4.4831123,0.0,12.410699,154.02544,0.0,132.53046
256,3.9882624,0.0,11.969848,143.27725,0.0,158.76279
257,3.9329948,0.0,11.678638,136.3906,0.0,159.01305
258,2.1079931,0.0,7.7875247,60.645542,0.0,113.8399
259,1.8322104,0.0,6.388998,40.819298,0.0,87.62319
260,2.3466406,0.0,6.9123855,47.78107,0.0,93.22034
261,1.8874543,0.0,5.717924,32.694656,0.0,78.86697
262,1.56359,0.0,4.822303,23.254602,0.0,50.563255
263,2.1105015,0.0,7.467758,55.767414,0.0,112.09059
264,6.59055,0.0,17.409754,303.09952,0.0,245.73161
265,8.591032,1.873903,15.285099,233.63426,0.0,165.31744
266,8.0967045,0.13300729,19.030104,362.14484,0.0,144.46106
267,8.2668,0.0,20.051092,402.04633,0.0,220.01335
268,4.7496552,0.0,13.93704,194.2411,0.0,165.45317
269,2.9186995,0.0,9.905856,98.125984,0.0,185.87677
270,2.6929443,0.0,7.7232013,59.64784,0.0,75.433815
271,1.8128394,0.0,5.627311,31.666632,0.0,67.24272
272,2.189154,0.0,7.0076427,49.10706,0.0,102.145195
273,1.286487,0.0,5.0212526,25.21298,0.0,87.94806
274,1.0731462,0.0,5.1221848,26.236774,0.0,152.89044
275,1.4637489,0.0,5.7397404,32.94462,0.0,89.120735
276,0.9907677,0.0,4.074157,16.598759,0.0,73.27814
277,1.7488458,0.0,7.1006155,50.41874,0.0,97.38449
278,1.843203,0.0,7.0956545,50.348312,0.0,106.7939
279,1.3300717,0.0,5.566623,30.987293,0.0,77.97949
280,0.92966026,0.0,4.405276,19.406456,0.0,60.82055
281,1.0980253,0.0,5.887063,34.65751,0.0,109.15232
282,1.951397,0.0,6.6359076,44.03527,0.0,107.15464
283,0.6147347,0.0,3.235678,10.469611,0.0,60.745556
284,3.552983,0.0,14.943675,223.31343,0.0,207.52708
285,5.6790237,0.0,21.504257,462.4331,0.0,287.219
286,2.558953,0.0,10.246652,104.993866,0.0,133.78954
287,1.2095002,0.0,5.089159,25.899542,0.0,85.93437
288,1.5790344,0.0,5.5416546,30.709934,0.0,80.13513
289,0.8536548,0.0,3.4160745,11.669565,0.0,65.38702
290,2.4565563,0.0,8.192855,67.12286,0.0,154.6927
291,1.5332448,0.0,5.856457,34.29809,0.0,91.62379
292,1.0901502,0.0,5.1623673,26.650036,0.0,107.2
293,0.5869269,0.0,3.616425,13.078529,0.0,74.281166
294,0.47256714,0.0,3.5897536,12.886331,0.0,82.7563
295,0.37875447,0.0,3.1545362,9.951099,0.0,72.00805
296,0.26718414,0.0,2.3497484,5.521318,0.0,59.537193
297,0.22298294,0.0,2.2062385,4.867488,0.0,68.42869
298,0.3050178,0.0,2.3981833,5.751283,0.0,78.33211
299,0.12693268,0.0,1.8093605,3.2737856,0.0,62.93053
300,0.025073588,0.0,0.5551493,0.30819076,0.0,22.450653
301,0.35759622,0.0,3.5216153,12.401774,0.0,72.84303
302,0.13389982,0.0,0.9012268,0.8122097,0.0,16.593096
303,0.1291249,0.0,1.1146762,1.242503,0.0,19.972963
304,0.16833848,0.0,1.37711,1.896432,0.0,33.64039
305,0.4989924,0.0,3.826573,14.64266,0.0,88.8
306,1.3243619,0.0,6.243301,38.978806,0.0,142.33295
307,2.0188577,0.0,8.019308,64.309296,0.0,194.35675
308,2.493016,0.0,7.0634522,49.89236,0.0,70.37998
309,1.0404404,0.0,5.118618,26.200253,0.0,105.98666
310,0.58949625,0.0,3.3349872,11.122139,0.0,45.934483
311,0.26761985,0.0,1.5654762,2.4507155,0.0,19.3
312,0.17411855,0.0,2.1352537,4.5593085,0.0,61.922424
313,0.1932361,0.0,1.9180694,3.67899,0.0,62.96906
314,0.06751763,0.0,0.8832641,0.7801555,0.0,22.252743
315,0.066290066,0.0,0.7146173,0.51067793,0.0,11.17915
316,0.007979294,0.0,0.14591551,0.021291336,0.0,4.8511124
317,0.15706992,0.0,0.96967965,0.9402786,0.0,29.4
318,0.35072142,0.0,1.3709313,1.8794526,0.0,15.375477
319,1.2379048,0.0,4.330884,18.756557,0.0,40.352314
320,1.5011208,0.0,7.3276234,53.694065,0.0,162.56511
321,1.8172164,0.0,8.630563,74.48661,0.0,223.05595
322,0.60310036,0.0,3.4682894,12.029032,0.0,40.935604
323,0.72717667,0.0,3.4032981,11.582438,0.0,45.226444
324,0.68155444,0.0,3.4765985,12.086738,0.0,65.2
325,0.53992903,0.0,3.561836,12.686675,0.0,84.45656
326,1.1780435,0.0,8.420217,70.90004,0.0,142.63686
327,0.95193243,0.0,6.501186,42.26542,0.0,160.85037
328,1.104207,0.0,8.077784,65.250595,0.0,181.98558
329,0.18561785,0.0,1.7990973,3.236751,0.0,49.95849
330,0.020184325,0.0,0.39305243,0.15449022,0.0,18.080044
331,0.0,0.0,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0,0.0,0.0
333,0.15355837,0.0,2.3720994,5.6268554,0.0,90.67038
334,0.39805496,0.0,3.0969672,9.591207,0.0,59.4
335,0.033646908,0.0,0.5832949,0.34023297,0.0,29.544489
336,0.0006998025,0.0,0.025789412,0.0006650938,0.0,1.1954159
337,0.0028734673,0.0,0.07610714,0.005792296,0.0,3.206998
338,0.2753827,0.0,3.1291056,9.791302,0.0,97.966385
339,0.4040458,0.0,2.4740274,6.1208115,0.0,48.10626
340,0.45687976,0.0,3.824237,14.624789,0.0,89.17015
341,0.117312506,0.0,1.1529502,1.3292942,0.0,34.814705
342,0.05569661,0.0,0.72074634,0.5194753,0.0,29.952063
343,0.0071978667,0.0,0.15969087,0.025501177,0.0,8.816572
344,0.13259235,0.0,0.73007137,0.53300416,0.0,13.348014
345,0.51243216,0.0,2.1164398,4.4793177,0.0,27.0
346,0.2218341,0.0,1.069708,1.1442751,0.0,14.88329
347,0.49791828,0.0,2.7833686,7.7471404,0.0,60.56965
348,0.2931775,0.0,2.0028205,4.01129,0.0,45.35819
349,0.011755103,0.0,0.18570702,0.0344871,0.0,8.001281
350,0.0017741432,0.0,0.038551282,0.0014862013,0.0,1.3642362
351,1.7222391,0.0,7.8257995,61.243134,0.0,103.57479
352,5.860919,0.0,14.747854,217.49919,0.0,123.93223
353,1.9563323,0.0,5.8161693,33.827827,0.0,43.516212
354,0.042324796,0.0,0.4564811,0.208375,0.0,12.282867
355,0.0010613638,0.0,0.027833281,0.0007746916,0.0,1.5296055
356,0.032364205,0.0,0.7674562,0.58898896,0.0,31.972586
357,0.12824813,0.0,1.2819008,1.6432697,0.0,28.120754
358,0.13265905,0.0,1.3184878,1.7384101,0.0,29.519993
359,0.11390836,0.0,1.2197778,1.4878579,0.0,33.726765
360,0.017821463,0.0,0.29493013,0.08698378,0.0,7.7652044
361,0.018935872,0.0,0.27407694,0.07511816,0.0,12.123019
362,0.05725124,0.0,0.56155235,0.31534103,0.0,14.743549
363,0.308856,0.0,1.8822752,3.5429602,0.0,55.0
364,0.050321624,0.0,0.82588106,0.68207955,0.0,37.266785
365,0.0012040244,0.0,0.034179956,0.0011682694,0.0,1.4006779
